evento,estacion,Distancia,s_p,s_p_man,P_Cote,S_Cote,SP_Cote
2015_09_17 16_46_21_M4_8,GO03,457.464,64.2,127.85800000000017,736224.6996204638,736224.7003069557,59.31289999999717
2015_09_17 20_24_35_M5_0,GO03,549.739,110.875,81.5225999999966,736224.8510539314,736224.8521426411,94.06450000000768
2015_09_18 09_10_44_M6_2,GO03,563.196,123.8,106.25799999999435,736225.3834593414,736225.3842321909,66.77419999999984
2015_09_19 12_52_20_M6_2,GO03,554.393,77.5,145.10319999999774,736226.5372515122,736226.5380287298,67.15159999999742
2015_09_19 22_35_30_M4_3,GO03,375.654,52.6,54.348400000002584,736226.941969254,736226.9425619959,51.21279999999388
2015_09_21 05_39_34_M6_1,GO03,466.305,63.825,135.63869999999952,736228.2365670364,736228.2372777219,61.403299999998126
2015_09_21 19_08_03_M4_2,GO03,473.366,73.775,60.61939999999595,736228.7980176412,736228.7986799396,57.22260000000824
2015_09_22 07_13_00_M6_0,GO03,442.244,67.625,130.87740000000122,736229.3014089382,736229.3019700942,48.48380000000179
2015_09_22 07_13_00_M6_1,GO03,441.69,67.625,92.32259999999951,736229.3014122985,736229.3019969759,50.51610000000073
2015_09_27 21_04_45_M5_4,CO02,92.4648,10.5,62.448400000008405,736234.8784744624,736234.8785954302,10.451600000000326
2015_09_29 16_46_15_M4_4,CO02,107.027,17.525,19.045099999995728,736236.699014785,736236.699216398,17.41939999999886
2015_10_03 18_27_52_M4_0,CO02,97.6911,15.75,,736240.769547043,736240.7697298387,15.793600000004517
2015_10_08 02_54_18_M4_1,GO03,349.539,55.475,54.348400000000765,736245.1216276882,736245.1222782258,56.20639999999912
2015_10_09 22_18_19_M4_1,GO03,357.093,50.55,,736246.929984375,736246.9305438509,48.33869999999297
2015_10_15 11_03_11_M4_7,GO03,391.013,68.625,65.03230000000622,736252.4611599463,736252.4618884409,62.941899999997986
2015_10_23 14_47_58_M4_5,GO03,376.5,58.55,50.690300000002026,736260.6172424395,736260.6178321573,50.951600000000326
2015_11_06 08_44_07_M5_4,GO03,344.924,60.375,58.79030000000057,736274.3645690524,736274.3652676411,60.358100000001286
2015_11_07 07_31_43_M6_8,GO03,385.78,62.475,131.45809999999983,736275.3143350135,736275.3149700942,54.87090000000171
2015_11_07 10_53_44_M5_7,GO03,367.072,69.15,51.47419999999693,736275.454608367,736275.4551678428,48.338700000000244
2015_11_07 11_51_29_M4_4,GO03,371.027,61.475,55.91609999999491,736275.4946880041,736275.4953472783,56.961199999997916
2015_11_11 02_46_19_M6_9,GO03,277.582,48.1,102.83230000000003,736279.1160023522,736279.1165500672,47.32259999999951
2016_02_10 13_15_01_M4_4,CO02,107.682,14.725,12.774199999999837,736370.552297043,736370.5524153226,10.21940000000177
2016_02_12 22_32_04_M4_8,GO01,138.17,16.925,52.954899999997,736372.9391814517,736372.9393696237,16.258099999991828
2016_02_24 17_02_04_M4_6,CO02,155.121,20.4,38.409700000003795,736384.7100524193,736384.7102836021,19.974200000004203
2016_06_03 13_46_53_M4_2,PB09,326.85,46.6,46.50970000000234,736484.5747787298,736484.5752565524,41.28379999999743
2016_06_05 05_51_11_M5_8,CO01,187.287,23.475,,736486.244219086,736486.2444879032,23.225800000000163
2016_06_05 09_30_52_M4_0,CO02,235.809,29.2,26.477399999996123,736486.3968346774,736486.3971223119,24.85160000000178
2016_08_10 06_43_40_M4_5,CO02,109.87,18.325,,736552.280514785,736552.2806599463,12.54200000000128
2016_10_27 20_32_55_M5_9,CO02,318.875,61.1,,736630.856735215,736630.857138441,34.83869999999297
2017_02_12 16_21_10_M4_9,GO03,117.343,19.15,,736738.6816034946,736738.6818239246,19.045200000000477
2017_03_31 18_44_38_M5_2,CO02,79.9951,9.9,9.290300000007846,736785.7811653225,736785.7812728494,9.290299999993294
2017_04_24 21_38_30_M6_9,CO02,227.039,42.675,120.89039999998931,736809.9021691869,736809.9025055444,29.06130000000121
2017_04_28 15_58_34_M5_4,CO02,246.566,39.9,101.38059999999678,736813.6660900537,736813.6665416667,39.01940000000468
2017_04_28 16_18_41_M4_6,CO02,253.06,37.95,,736813.6801115591,736813.680530914,36.23229999999603
2017_09_18 13_46_57_M5_9,CO02,125.719,18.025,,736956.5745120968,736956.5747298388,18.81289999999717
2017_10_07 10_37_24_M4_1,CO02,166.57,22.275,21.599999999998545,736975.4429583334,736975.443202957,21.135500000003958
2017_12_28 03_54_51_M5_5,PB14,60.1544,15.75,,737057.1632325269,737057.163329301,8.361300000000483
2018_08_01 06_19_05_M4_9,CO02,104.193,13.475,13.209599999998318,737273.2634786627,737273.2636268482,12.80319999999847
2018_09_22 13_13_58_M5_4,PB14,157.386,22.225,,737325.5516599462,737325.5518615592,17.419300000001385
2018_09_23 05_32_11_M5_4,PB14,78.6489,13.5,,737326.2308481182,737326.2309422042,8.128999999997177
2019_01_30 07_44_45_M5_6,PB14,153.147,20.475,,737455.3230115928,737455.3231997648,16.25810000000274
2019_03_07 15_34_28_M5_7,PB14,582.628,61.225,59.51609999999346,737491.6498316531,737491.650517137,59.22580000000016
2019_03_16 18_06_15_M5_2,PB14,583.975,111.45,128.20639999999548,737500.7552242944,737500.7562343751,87.27100000000064
2019_06_03 08_42_17_M5_2,GO01,138.707,18.3,38.32259999999951,737579.3629018817,737579.3630846774,15.793499999999767
2019_08_02 00_09_15_M4_2,CO02,349.536,55.525,54.34839999999997,737639.0069905914,737639.0074744624,41.80650000000003
2019_08_02 00_55_16_M5_4,CO02,348.914,60.575,115.22910000000002,737639.0389717743,737639.0393965055,36.69680000000017
2019_09_26 20_31_28_M5_4,CO02,153.865,22.3,112.58709999998973,737694.8554905914,737694.8556814516,16.490299999990384
2019_11_04 21_53_25_M6_1,CO02,95.517,11.45,82.16130000000703,737733.9122513441,737733.9124879033,20.43869999999879
2019_11_24 21_18_25_M4_7,CO02,88.2889,13.15,66.36770000000251,737753.8879663979,737753.8880954302,11.148400000005495
2019_12_03 08_46_36_M6_0,GO01,199.627,27.675,24.38709999999992,737762.3660577957,737762.3663373656,24.154900000001362
2020_01_09 16_25_56_M4_1,GO01,203.872,28.025,,737799.6850846774,737799.6853508065,22.993600000001607
2020_01_28 18_16_44_M5_5,CO02,167.587,32.7,22.06449999999313,737818.7619610216,737818.7622137098,21.832200000004377
2020_02_11 13_50_02_M5_3,PB14,64.7396,7.175,32.22580000000016,737832.576563172,737832.5766438172,6.967700000001059
2020_02_13 05_50_38_M5_0,PB09,185.831,28.775,26.390299999999115,737834.2438723118,737834.2441841398,26.942000000002736
2020_03_24 06_52_15_M5_0,CO02,114.528,22.625,13.703199999999924,737874.2865228495,737874.2866599462,11.84519999999975
2020_04_03 08_48_00_M4_8,GO03,219.042,41.075,,737884.367030914,737884.3672916667,22.528999999998632
2020_06_15 04_35_44_M4_4,CO02,144.023,17.575,41.02260000000024,737957.191751344,737957.191952957,17.419400000002497
2020_09_01 04_09_28_M6_8,GO03,115.827,19.525,30.048299999998562,738035.173483367,738035.173624496,12.193600000000515
2020_09_01 04_30_02_M6_3,GO03,116.122,17.875,101.61290000000008,738035.187780914,738035.187952957,14.86449999999968
2020_09_01 05_29_38_M5_5,GO03,117.469,19.075,47.29360000000088,738035.2291680108,738035.2293696236,17.419400000002497
2020_09_01 10_31_52_M5_7,GO03,121.099,21.35,56.43869999999879,738035.4390389785,738035.4392459678,17.88390000000072
2020_09_03 03_23_54_M4_6,GO03,131.547,17.7,17.651600000001054,738037.1418965054,738037.1421142473,18.81289999999899
2020_10_25 21_17_14_M5_3,GO01,189.638,28.675,42.329100000002654,738089.8873588709,738089.8876599462,26.013000000006286
2020_10_28 14_53_10_M5_8,CO01,137.939,18.125,16.054799999998068,738092.6205210013,738092.620718582,17.070999999996275
2020_11_21 02_11_48_M5_5,CO02,74.6643,7.275,52.25810000000001,738116.0916518817,738116.0917459677,8.128999999999905
